id,Rings
91954,10
91955,5
91956,7
91957,10
91958,8
91959,7
91960,9
91961,7
91962,7
91963,8
91964,11
91965,10
91966,8
91967,7
91968,9
91969,7
91970,7
91971,11
91972,9
91973,10
91974,8
91975,7
91976,8
91977,8
91978,7
91979,7
91980,7
91981,7
91982,8
91983,7
91984,7
91985,6
91986,8
91987,7
91988,7
91989,7
91990,8
91991,7
91992,9
91993,10
91994,4
91995,8
91996,10
91997,11
91998,7
91999,8
92000,7
92001,10
92002,7
92003,7
92004,10
92005,6
92006,7
92007,10
92008,8
92009,7
92010,7
92011,7
92012,8
92013,7
92014,8
92015,5
92016,7
92017,7
92018,13
92019,11
92020,8
92021,7
92022,7
92023,7
92024,10
92025,12
92026,7
92027,5
92028,7
92029,10
92030,8
92031,7
92032,7
92033,7
92034,7
92035,8
92036,9
92037,7
92038,7
92039,8
92040,7
92041,7
92042,8
92043,9
92044,7
92045,4
92046,13
92047,8
92048,8
92049,7
92050,9
92051,7
92052,11
92053,9
92054,7
92055,7
92056,8
92057,8
92058,13
92059,7
92060,8
92061,7
92062,7
92063,8
92064,10
92065,7
92066,8
92067,6
92068,8
92069,7
92070,9
92071,9
92072,7
92073,7
92074,9
92075,7
92076,11
92077,7
92078,9
92079,7
92080,7
92081,7
92082,8
92083,9
92084,8
92085,7
92086,9
92087,4
92088,7
92089,7
92090,10
92091,6
92092,7
92093,7
92094,7
92095,7
92096,9
92097,9
92098,7
92099,11
92100,11
92101,7
92102,8
92103,5
92104,10
92105,7
92106,9
92107,4
92108,7
92109,9
92110,7
92111,7
92112,6
92113,7
92114,7
92115,8
92116,8
92117,7
92118,8
92119,6
92120,4
92121,7
92122,8
92123,10
92124,11
92125,9
92126,7
92127,7
92128,5
92129,7
92130,7
92131,7
92132,10
92133,7
92134,9
92135,6
92136,7
92137,7
92138,6
92139,10
92140,7
92141,7
92142,8
92143,7
92144,7
92145,9
92146,7
92147,5
92148,10
92149,10
92150,9
92151,7
92152,11
92153,7
92154,10
92155,14
92156,7
92157,7
92158,8
92159,10
92160,7
92161,11
92162,7
92163,9
92164,7
92165,10
92166,8
92167,11
92168,7
92169,10
92170,7
92171,9
92172,7
92173,8
92174,11
92175,5
92176,7
92177,8
92178,10
92179,8
92180,7
92181,8
92182,7
92183,7
92184,10
92185,9
92186,10
92187,9
92188,7
92189,4
92190,7
92191,7
92192,10
92193,7
92194,7
92195,6
92196,7
92197,7
92198,7
92199,8
92200,10
92201,7
92202,7
92203,7
92204,11
92205,7
92206,9
92207,7
92208,4
92209,7
92210,7
92211,7
92212,7
92213,9
92214,8
92215,9
92216,8
92217,6
92218,6
92219,7
92220,8
92221,11
92222,8
92223,7
92224,7
92225,7
92226,7
92227,8
92228,9
92229,7
92230,7
92231,7
92232,13
92233,10
92234,4
92235,7
92236,10
92237,8
92238,7
92239,7
92240,9
92241,8
92242,7
92243,7
92244,9
92245,7
92246,7
92247,10
92248,8
92249,7
92250,8
92251,7
92252,7
92253,7
92254,4
92255,7
92256,7
92257,8
92258,8
92259,7
92260,9
92261,8
92262,10
92263,11
92264,7
92265,7
92266,8
92267,7
92268,10
92269,9
92270,7
92271,7
92272,9
92273,8
92274,8
92275,14
92276,7
92277,8
92278,10
92279,7
92280,4
92281,9
92282,8
92283,7
92284,7
92285,7
92286,9
92287,8
92288,4
92289,7
92290,5
92291,6
92292,7
92293,7
92294,10
92295,8
92296,8
92297,7
92298,11
92299,9
92300,7
92301,7
92302,6
92303,7
92304,11
92305,7
92306,13
92307,7
92308,9
92309,8
92310,9
92311,4
92312,8
92313,7
92314,9
92315,7
92316,5
92317,7
92318,7
92319,4
92320,5
92321,7
92322,7
92323,7
92324,9
92325,7
92326,7
92327,7
92328,7
92329,7
92330,7
92331,8
92332,11
92333,9
92334,9
92335,7
92336,8
92337,4
92338,8
92339,7
92340,7
92341,5
92342,13
92343,7
92344,7
92345,7
92346,7
92347,8
92348,10
92349,7
92350,5
92351,9
92352,9
92353,7
92354,7
92355,10
92356,5
92357,7
92358,7
92359,7
92360,10
92361,11
92362,8
92363,9
92364,7
92365,9
92366,7
92367,7
92368,8
92369,7
92370,7
92371,8
92372,10
92373,7
92374,7
92375,7
92376,10
92377,10
92378,8
92379,10
92380,7
92381,4
92382,8
92383,10
92384,9
92385,7
92386,8
92387,5
92388,5
92389,5
92390,7
92391,7
92392,7
92393,4
92394,5
92395,11
92396,6
92397,10
92398,8
92399,6
92400,9
92401,7
92402,6
92403,7
92404,7
92405,10
92406,8
92407,6
92408,7
92409,9
92410,8
92411,6
92412,11
92413,8
92414,11
92415,7
92416,8
92417,7
92418,8
92419,9
92420,9
92421,8
92422,7
92423,17
92424,8
92425,6
92426,7
92427,7
92428,10
92429,9
92430,7
92431,8
92432,11
92433,7
92434,7
92435,7
92436,9
92437,4
92438,8
92439,7
92440,4
92441,8
92442,8
92443,8
92444,10
92445,7
92446,7
92447,7
92448,8
92449,8
92450,11
92451,10
92452,8
92453,7
92454,10
92455,8
92456,7
92457,7
92458,8
92459,7
92460,8
92461,7
92462,8
92463,9
92464,11
92465,7
92466,10
92467,10
92468,7
92469,7
92470,8
92471,7
92472,7
92473,7
92474,8
92475,8
92476,7
92477,7
92478,10
92479,7
92480,7
92481,7
92482,9
92483,7
92484,8
92485,8
92486,10
92487,8
92488,7
92489,7
92490,7
92491,10
92492,9
92493,5
92494,10
92495,7
92496,4
92497,8
92498,6
92499,7
92500,7
92501,7
92502,7
92503,9
92504,7
92505,8
92506,8
92507,8
92508,8
92509,7
92510,8
92511,11
92512,9
92513,7
92514,10
92515,14
92516,6
92517,7
92518,8
92519,8
92520,7
92521,7
92522,9
92523,7
92524,11
92525,7
92526,7
92527,8
92528,7
92529,11
92530,8
92531,7
92532,8
92533,5
92534,8
92535,8
92536,7
92537,7
92538,7
92539,7
92540,8
92541,9
92542,8
92543,11
92544,7
92545,8
92546,9
92547,7
92548,4
92549,10
92550,7
92551,7
92552,8
92553,7
92554,7
92555,7
92556,8
92557,11
92558,11
92559,8
92560,10
92561,8
92562,8
92563,7
92564,8
92565,7
92566,9
92567,7
92568,8
92569,7
92570,7
92571,11
92572,8
92573,7
92574,7
92575,7
92576,8
92577,11
92578,7
92579,6
92580,7
92581,7
92582,8
92583,7
92584,6
92585,7
92586,7
92587,11
92588,10
92589,10
92590,7
92591,10
92592,8
92593,8
92594,10
92595,8
92596,10
92597,8
92598,7
92599,7
92600,6
92601,11
92602,5
92603,5
92604,7
92605,4
92606,11
92607,6
92608,11
92609,7
92610,8
92611,8
92612,7
92613,7
92614,10
92615,8
92616,8
92617,8
92618,10
92619,7
92620,8
92621,8
92622,8
92623,7
92624,8
92625,7
92626,9
92627,9
92628,9
92629,7
92630,7
92631,7
92632,10
92633,8
92634,7
92635,7
92636,8
92637,7
92638,8
92639,10
92640,9
92641,7
92642,7
92643,7
92644,10
92645,7
92646,7
92647,8
92648,9
92649,8
92650,8
92651,10
92652,8
92653,9
92654,7
92655,7
92656,11
92657,7
92658,6
92659,4
92660,7
92661,7
92662,7
92663,8
92664,11
92665,8
92666,5
92667,8
92668,10
92669,9
92670,7
92671,7
92672,7
92673,8
92674,5
92675,10
92676,7
92677,7
92678,7
92679,6
92680,4
92681,11
92682,7
92683,7
92684,7
92685,7
92686,9
92687,6
92688,7
92689,9
92690,7
92691,7
92692,11
92693,5
92694,10
92695,7
92696,10
92697,7
92698,4
92699,7
92700,6
92701,8
92702,7
92703,7
92704,8
92705,7
92706,8
92707,7
92708,7
92709,9
92710,8
92711,7
92712,5
92713,10
92714,7
92715,7
92716,8
92717,11
92718,7
92719,8
92720,7
92721,7
92722,10
92723,8
92724,7
92725,7
92726,7
92727,8
92728,10
92729,8
92730,10
92731,9
92732,9
92733,8
92734,9
92735,7
92736,8
92737,8
92738,8
92739,7
92740,7
92741,7
92742,9
92743,8
92744,4
92745,8
92746,7
92747,9
92748,10
92749,7
92750,5
92751,10
92752,7
92753,4
92754,7
92755,11
92756,7
92757,7
92758,7
92759,7
92760,7
92761,11
92762,8
92763,11
92764,4
92765,6
92766,7
92767,7
92768,8
92769,10
92770,7
92771,8
92772,7
92773,7
92774,7
92775,7
92776,7
92777,7
92778,7
92779,9
92780,8
92781,8
92782,10
92783,8
92784,8
92785,11
92786,7
92787,11
92788,7
92789,10
92790,8
92791,7
92792,7
92793,7
92794,7
92795,7
92796,11
92797,7
92798,8
92799,7
92800,7
92801,9
92802,8
92803,9
92804,7
92805,7
92806,9
92807,9
92808,7
92809,8
92810,7
92811,5
92812,7
92813,8
92814,8
92815,7
92816,5
92817,7
92818,7
92819,9
92820,8
92821,9
92822,10
92823,7
92824,7
92825,8
92826,10
92827,7
92828,7
92829,7
92830,10
92831,10
92832,6
92833,7
92834,7
92835,8
92836,8
92837,8
92838,7
92839,10
92840,7
92841,7
92842,7
92843,7
92844,9
92845,4
92846,7
92847,8
92848,7
92849,8
92850,7
92851,5
92852,5
92853,8
92854,7
92855,8
92856,7
92857,7
92858,6
92859,10
92860,7
92861,8
92862,7
92863,7
92864,8
92865,8
92866,7
92867,10
92868,6
92869,8
92870,9
92871,4
92872,8
92873,4
92874,7
92875,8
92876,4
92877,10
92878,10
92879,8
92880,7
92881,5
92882,7
92883,9
92884,9
92885,7
92886,4
92887,9
92888,10
92889,6
92890,8
92891,11
92892,8
92893,7
92894,7
92895,7
92896,8
92897,7
92898,11
92899,10
92900,7
92901,7
92902,8
92903,8
92904,8
92905,9
92906,7
92907,8
92908,7
92909,8
92910,7
92911,7
92912,7
92913,7
92914,7
92915,7
92916,7
92917,4
92918,7
92919,5
92920,8
92921,7
92922,10
92923,7
92924,10
92925,10
92926,9
92927,7
92928,10
92929,11
92930,7
92931,7
92932,7
92933,6
92934,8
92935,8
92936,11
92937,10
92938,7
92939,5
92940,8
92941,6
92942,8
92943,7
92944,7
92945,11
92946,8
92947,8
92948,8
92949,10
92950,7
92951,6
92952,8
92953,7
92954,8
92955,5
92956,10
92957,8
92958,7
92959,7
92960,11
92961,7
92962,9
92963,7
92964,8
92965,7
92966,7
92967,6
92968,8
92969,4
92970,8
92971,11
92972,8
92973,8
92974,10
92975,11
92976,5
92977,11
92978,7
92979,11
92980,11
92981,8
92982,8
92983,9
92984,8
92985,7
92986,4
92987,10
92988,7
92989,8
92990,9
92991,8
92992,8
92993,7
92994,7
92995,7
92996,8
92997,7
92998,17
92999,8
93000,10
93001,5
93002,10
93003,7
93004,7
93005,8
93006,11
93007,7
93008,11
93009,9
93010,7
93011,7
93012,7
93013,8
93014,6
93015,7
93016,7
93017,11
93018,9
93019,7
93020,7
93021,7
93022,9
93023,4
93024,7
93025,7
93026,10
93027,7
93028,10
93029,7
93030,10
93031,9
93032,11
93033,8
93034,7
93035,8
93036,13
93037,7
93038,7
93039,5
93040,10
93041,9
93042,8
93043,7
93044,7
93045,11
93046,7
93047,5
93048,9
93049,7
93050,8
93051,7
93052,8
93053,11
93054,8
93055,6
93056,7
93057,7
93058,8
93059,7
93060,10
93061,11
93062,8
93063,11
93064,7
93065,8
93066,9
93067,4
93068,7
93069,7
93070,9
93071,7
93072,8
93073,10
93074,7
93075,8
93076,8
93077,8
93078,10
93079,7
93080,10
93081,8
93082,7
93083,7
93084,10
93085,8
93086,7
93087,4
93088,7
93089,5
93090,10
93091,8
93092,7
93093,7
93094,4
93095,7
93096,7
93097,7
93098,6
93099,8
93100,7
93101,9
93102,7
93103,7
93104,9
93105,10
93106,7
93107,7
93108,8
93109,7
93110,11
93111,11
93112,7
93113,7
93114,8
93115,8
93116,7
93117,10
93118,7
93119,8
93120,11
93121,8
93122,7
93123,8
93124,8
93125,7
93126,8
93127,10
93128,7
93129,8
93130,7
93131,9
93132,8
93133,10
93134,8
93135,9
93136,7
93137,8
93138,8
93139,7
93140,8
93141,7
93142,8
93143,11
93144,7
93145,7
93146,5
93147,10
93148,8
93149,7
93150,6
93151,8
93152,10
93153,7
93154,7
93155,8
93156,9
93157,7
93158,8
93159,8
93160,8
93161,7
93162,7
93163,8
93164,7
93165,5
93166,7
93167,10
93168,10
93169,9
93170,7
93171,8
93172,8
93173,10
93174,9
93175,9
93176,8
93177,7
93178,8
93179,8
93180,8
93181,9
93182,5
93183,12
93184,5
93185,7
93186,11
93187,4
93188,8
93189,9
93190,9
93191,9
93192,7
93193,7
93194,8
93195,8
93196,8
93197,9
93198,9
93199,10
93200,9
93201,7
93202,8
93203,7
93204,7
93205,7
93206,7
93207,7
93208,8
93209,7
93210,11
93211,9
93212,8
93213,5
93214,4
93215,7
93216,7
93217,8
93218,7
93219,7
93220,7
93221,9
93222,11
93223,10
93224,8
93225,10
93226,8
93227,8
93228,8
93229,7
93230,7
93231,6
93232,9
93233,7
93234,7
93235,7
93236,8
93237,7
93238,7
93239,7
93240,11
93241,11
93242,10
93243,11
93244,8
93245,8
93246,7
93247,8
93248,8
93249,8
93250,8
93251,7
93252,7
93253,7
93254,11
93255,11
93256,7
93257,10
93258,6
93259,7
93260,7
93261,8
93262,7
93263,11
93264,8
93265,7
93266,8
93267,8
93268,7
93269,8
93270,9
93271,7
93272,9
93273,9
93274,7
93275,7
93276,7
93277,8
93278,8
93279,11
93280,11
93281,7
93282,11
93283,11
93284,7
93285,5
93286,9
93287,10
93288,8
93289,7
93290,11
93291,9
93292,8
93293,11
93294,7
93295,5
93296,11
93297,10
93298,8
93299,7
93300,10
93301,7
93302,5
93303,11
93304,7
93305,7
93306,10
93307,9
93308,8
93309,7
93310,9
93311,7
93312,7
93313,7
93314,8
93315,10
93316,8
93317,9
93318,9
93319,4
93320,7
93321,8
93322,7
93323,7
93324,7
93325,8
93326,7
93327,10
93328,7
93329,11
93330,7
93331,8
93332,7
93333,9
93334,6
93335,8
93336,9
93337,8
93338,8
93339,9
93340,4
93341,9
93342,7
93343,7
93344,7
93345,8
93346,11
93347,8
93348,8
93349,10
93350,7
93351,8
93352,8
93353,7
93354,7
93355,8
93356,11
93357,7
93358,7
93359,7
93360,11
93361,7
93362,8
93363,10
93364,10
93365,7
93366,8
93367,7
93368,8
93369,6
93370,10
93371,8
93372,7
93373,7
93374,7
93375,8
93376,7
93377,5
93378,7
93379,7
93380,7
93381,10
93382,7
93383,7
93384,8
93385,7
93386,7
93387,7
93388,10
93389,7
93390,7
93391,7
93392,6
93393,7
93394,7
93395,6
93396,7
93397,7
93398,7
93399,7
93400,9
93401,7
93402,7
93403,7
93404,8
93405,7
93406,11
93407,8
93408,9
93409,8
93410,6
93411,9
